country,party,month,month_start,speech_count,word_count,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,dominant_topic
CZ,ANO2011,2019-09,2019-09-01,767,48106,0.004795459547053491,0.38249992824659357,0.010190573255896732,0.17917018920929573,0.012019724909395808,0.3109424970700484,6.127697174826189e-06,0.0059126374396326516,0.038833620508157835,0.055629242116750965,topic_1
CZ,CSSD,2019-09,2019-09-01,264,20910,0.0002948860456340804,0.16141781090711166,0.00501771468752181,0.49797151520847815,0.03585340306412345,0.16580905439730356,1.4494730071806268e-05,0.026938052323398836,0.08055715182213148,0.026125916814225086,topic_3
CZ,KDU-ČSL,2019-09,2019-09-01,283,22972,0.12231944501694464,0.1253789846727759,0.03871260794069711,0.449532024163718,0.06760571355669104,0.06794816889263486,0.013727538840697237,0.03677379972532534,0.07528698812628466,0.0027147290642312557,topic_3
CZ,KSCM,2019-09,2019-09-01,254,18819,0.02941319642572879,0.12635942103749315,0.015475417040858686,0.17853104767736505,1.5651474396803663e-05,0.2791907148289779,0.06884486202826505,0.00844468287371676,0.047515021364560026,0.24620998524863774,topic_5
CZ,ODS,2019-09,2019-09-01,693,57650,0.006254600717274615,0.05360362190971785,0.018411463002654418,0.11973805040422936,0.4615997715089631,0.20653172640185158,0.0185288201877701,0.0024418184620744374,0.10714218015784792,0.005747947247616595,topic_4
CZ,Piráti,2019-09,2019-09-01,466,31478,0.05405521478424338,0.15808902321906265,0.02488973438425371,0.18844991947968692,0.09929967379354096,0.3613000134067742,0.011414524556250851,0.020883783750116607,0.07963467252909237,0.0019834400969784426,topic_5
CZ,SPD,2019-09,2019-09-01,192,12630,0.0012645772252990522,2.4415259251122075e-05,0.25680483453296904,0.1977134596303137,2.4415191300229488e-05,0.24481242917134216,2.4415057981145803e-05,2.4415004171442423e-05,0.10769920228347774,0.19160783664389433,topic_2
CZ,STAN,2019-09,2019-09-01,129,10452,0.023997632870382285,2.8554974519926816e-05,2.8555262794084403e-05,0.17468540017676282,0.05963711090341051,0.15270890530619086,2.855505238719634e-05,0.06609894874047571,0.3613145850843938,0.16147175162868285,topic_8
CZ,TOP09,2019-09,2019-09-01,222,18701,0.13248994689076113,0.04995543636952121,0.021438949098291357,0.4433219636446383,0.11220082370300263,0.13079310116541945,1.7169177668395635e-05,0.041846047568183796,0.06336465445644522,0.004571907926068693,topic_3
CZ,ANO2011,2019-10,2019-10-01,595,43467,0.0006612419388790443,0.24239356621661745,6.753672822646784e-06,0.004843652380999781,0.08455971193509913,0.31836376128555477,6.753630280387566e-06,0.21493068373856072,0.10170150120441722,0.032532373996768844,topic_5
CZ,CSSD,2019-10,2019-10-01,354,31791,0.08757789594020847,0.059579599673841604,9.577532745090945e-06,0.24851761879656548,0.0015279054486388426,0.0610385863072338,9.577510540784868e-06,0.1913310079241927,0.251786971335153,0.09862125953088036,topic_8
CZ,KDU-ČSL,2019-10,2019-10-01,236,18379,0.18333168905835517,0.04788832635849458,0.013377130469675431,0.31158452101338274,1.6133678938207385e-05,0.13681130359033242,1.613372741887968e-05,0.027167486193237486,0.1696315677295612,0.11017570818060393,topic_3
CZ,KSCM,2019-10,2019-10-01,344,22521,0.025880239422310946,0.08083655719979789,1.3017829013029517e-05,0.03744681178983548,0.00042305794891425426,0.03761746094974229,1.3017433838013451e-05,0.19651352459274687,0.20219073275725458,0.4190655800765467,topic_9
CZ,ODS,2019-10,2019-10-01,1063,109364,0.002018678401027888,0.010984130586108568,0.008930629468850293,0.00013357893904269397,0.4433787260189514,0.18013757116006268,2.632527487756619e-06,0.03368326671130578,0.32053693836493824,0.00019384782222464235,topic_4
CZ,Piráti,2019-10,2019-10-01,301,21775,0.18450723911132497,0.04883444245646307,0.001624071198411366,0.025501447561764066,0.11788761873945143,0.26407495894144317,1.3462576681094153e-05,0.11455468538789165,0.18958620890487105,0.053415865121698075,topic_5
CZ,SPD,2019-10,2019-10-01,329,25653,1.1302577444423127e-05,1.130244039469513e-05,0.0777420189861459,0.09817645348812302,1.2416817807685608e-05,0.23521040337277233,1.1302517136115236e-05,0.28540512489174663,0.044992636820179274,0.25842703808824985,topic_7
CZ,STAN,2019-10,2019-10-01,175,14260,0.045165552669440084,3.240801391546072e-05,0.01650209158939825,0.042490037069692094,0.09304951939034942,0.23574610452265696,2.0289743020078134e-05,0.06351887376027186,0.3819645633380253,0.1215105599032305,topic_8
CZ,TOP09,2019-10,2019-10-01,252,21697,0.04392747768966873,1.4568797837624087e-05,1.4568545784605487e-05,0.2132233518491281,0.24973480648816207,0.11909823562789774,1.4568506798933249e-05,0.09024507707100607,0.2586977169582131,0.025029628465502968,topic_8
CZ,ANO2011,2019-11,2019-11-01,826,54864,0.014334340817565952,0.5511594861402522,0.010647294033472086,5.26521530441666e-06,0.000608109018081518,0.27678479358951685,0.004240975620895498,5.265190071483661e-06,0.060873078965052604,0.08134139140978731,topic_1
CZ,CSSD,2019-11,2019-11-01,220,16094,0.12864403162552038,0.26223086905193077,0.05917816478041304,0.21549037406723628,1.7874907575625044e-05,0.016161745159914535,1.7874879298727964e-05,1.7875153214833864e-05,0.21024193945414704,0.10799925092074883,topic_1
CZ,KDU-ČSL,2019-11,2019-11-01,221,19209,0.2209711397427323,0.095424389083441,1.5028587422989248e-05,0.17399564466198159,1.5027991893366608e-05,0.09394745703745717,1.5028527333670002e-05,1.5028057098241126e-05,0.36012259440309813,0.055478661907541596,topic_8
CZ,KSCM,2019-11,2019-11-01,124,10595,0.08877039238370446,0.11053626528830654,2.8035469316975587e-05,0.014696061869115134,2.8034734674203458e-05,0.13617240955599763,2.8034776293349003e-05,2.8034906415167352e-05,0.2467558130371263,0.40295691797905037,topic_9
CZ,ODS,2019-11,2019-11-01,585,47143,0.0303529109664896,0.2088689342718768,0.016727143613837116,6.12989336936393e-06,0.3561947410470817,0.05469314174974177,0.02191700151565392,6.0054714067277124e-06,0.3112279859241678,6.005546375311467e-06,topic_4
CZ,Piráti,2019-11,2019-11-01,392,27027,0.1880426138060878,0.2422864815535054,0.010457914602469592,0.01451191132180531,0.009223967471974173,0.23582665231268435,0.03134779709955808,0.005409991661167263,0.1536908007528147,0.1092018694179334,topic_1
CZ,SPD,2019-11,2019-11-01,187,14289,0.007698801978757029,0.08191268547498563,0.15865838626885306,1.964035063678651e-05,1.9639963115265362e-05,0.2192514917865766,1.9640288929393857e-05,1.9639784806994324e-05,0.13413272218310826,0.398267351920231,topic_9
CZ,STAN,2019-11,2019-11-01,182,13257,0.1573938839647356,0.0165906659998491,2.1869057523314976e-05,0.08244178388093361,0.014216924337710244,0.08379099563228126,2.1868949266978365e-05,0.009209910753488154,0.34365618260616637,0.2926559148180454,topic_8
CZ,TOP09,2019-11,2019-11-01,775,43406,6.75455438101373e-06,0.025740531321384194,0.02014800130862453,0.07463689253068106,0.014531414824370344,0.7858447360589753,6.754568031009604e-06,6.754592158492316e-06,0.07690635823769838,0.00217180200369573,topic_5
CZ,ANO2011,2019-12,2019-12-01,356,29640,0.125309946018296,0.2164014322877312,1.0630903087520672e-05,0.059937944948797985,0.1780792941388844,0.2087926074451633,0.01616416838400077,0.04668524134000913,0.03558551881910029,0.11303321571492937,topic_1
CZ,CSSD,2019-12,2019-12-01,284,30752,0.13288319348815064,0.033215375291873205,1.059377170204377e-05,0.35785513500091254,0.0818252360502131,1.059387962617223e-05,6.265872375005855e-05,0.08505004451643645,0.2201101235005112,0.08897704577682468,topic_3
CZ,KDU-ČSL,2019-12,2019-12-01,256,25333,0.29370401982978345,1.2028331641403781e-05,0.03330831510795846,0.3165173654137118,1.2550392872893594e-05,0.010285675552996958,1.2028526075496707e-05,0.0013412365685501713,0.2831231755774837,0.0616836046989256,topic_3
CZ,KSCM,2019-12,2019-12-01,335,16971,0.010657078550583357,0.18018166152247428,1.7763892580528165e-05,0.008676502584093089,1.776384321359478e-05,1.7763873708848992e-05,1.7763870864139654e-05,0.05396095339498273,0.4385278846284855,0.3079248638390139,topic_8
CZ,ODS,2019-12,2019-12-01,469,42012,0.1585797046642109,7.346979868447588e-06,7.3469487594868376e-06,0.13134539636693987,0.4582512990830964,0.02967208356164973,0.006091450970722455,0.019628805268174603,0.13913534367150804,0.057281222485070026,topic_4
CZ,Piráti,2019-12,2019-12-01,273,22738,0.23677436887461356,0.0653842697627314,1.3738397869095701e-05,0.15281890053984862,0.08880194995489375,0.13116774421942415,1.3738402259404007e-05,0.09044641474333308,0.1507136302890367,0.08386524481599025,topic_0
CZ,SPD,2019-12,2019-12-01,128,9593,0.1554551221810028,2.8760239113191157e-05,0.1935865064987141,0.09869283051180293,0.0002929760796613727,0.24858945896214293,0.02967206693532081,2.8759918534366552e-05,0.12679439155905883,0.1468591271146488,topic_5
CZ,STAN,2019-12,2019-12-01,95,10056,0.39616623304395454,3.073928140710892e-05,3.0740412611539886e-05,0.07455446551989123,0.06916713588996855,0.015395343145059009,0.01833133320901197,0.03193570307099595,0.38304910418517135,0.011339202241928754,topic_0
CZ,TOP09,2019-12,2019-12-01,184,17305,0.12147113593796564,1.8072128733074784e-05,1.8071798043676945e-05,0.38741384283105157,0.13267770450223063,0.012189898138920468,0.004604168409928423,0.04588234176147945,0.1735121883220148,0.12221257616963223,topic_3
CZ,ANO2011,2020-01,2020-01-01,691,51940,0.041817349575693,0.1822646036928015,0.003917763540670046,0.02463089302940127,0.024627136307605723,0.39319488148573856,0.05890631502580001,0.0017861571576823028,5.744828894088375e-06,0.2688491553557135,topic_5
CZ,CSSD,2020-01,2020-01-01,266,24788,0.10520143800209436,0.007414267509302681,1.3176846968041426e-05,0.21899209042527562,0.2489285223491962,0.04421139195495719,0.01375196222276144,0.0357767114204343,0.0007515572160271202,0.3249588820529832,topic_9
CZ,KDU-ČSL,2020-01,2020-01-01,218,18789,0.30245981097883345,0.0023222013380424793,1.752097257986762e-05,0.28847939438259196,0.08027542068532428,0.1286803089047709,1.7521365744544396e-05,0.00870918208606914,0.021244790550083704,0.1677938487359595,topic_0
CZ,KSCM,2020-01,2020-01-01,303,29755,0.15723974303860513,0.0009617540883597953,1.0690256126561762e-05,0.1340136729517406,0.08732588769586971,0.025003405540438672,0.04108767904139726,0.008374300834831584,0.003476373479640539,0.5425064930729901,topic_9
CZ,ODS,2020-01,2020-01-01,662,58292,0.09951360252790757,5.27603733296772e-06,0.0032244912095752564,0.0054272297240751406,0.45375753572768474,0.1468329347701009,0.08872031107368897,0.00016080468154803273,0.0012723520054428665,0.2010854622426436,topic_4
CZ,Piráti,2020-01,2020-01-01,563,47606,0.12892143387330798,6.220258334584174e-06,0.0003207839376341807,0.06660621091187337,0.10612076184747163,0.29375462465235436,0.012102692460558891,0.028936173051921255,0.04422900623244208,0.31900209277410174,topic_9
CZ,SPD,2020-01,2020-01-01,147,10197,0.07077743778037779,0.023797376922983695,0.12414545137701165,0.14183154211392832,0.027226079581737516,0.1803664560413449,3.014759477679973e-05,3.014747977998939e-05,0.0018949535407313792,0.42990040756732795,topic_9
