speech_party,month,month_start,speech_label_type,mpds_party_id,mpds_partyname,mpds_partyabbrev,manifesto_countryname,manifesto_partyname,manifesto_partyabbrev,manifesto_date,edate,manifesto_month_start,manifesto_effective_date,doc_key,selection_method,speech_rows,speech_dates,speech_start_date,speech_end_date
KDU-ČSL,2019-07,2019-07-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,101,4,2019-07-09,2019-07-12
KSCM,2019-07,2019-07-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,107,4,2019-07-09,2019-07-12
ODS,2019-07,2019-07-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,389,4,2019-07-09,2019-07-12
Piráti,2019-07,2019-07-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,163,4,2019-07-09,2019-07-12
SPD,2019-07,2019-07-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,88,4,2019-07-09,2019-07-12
STAN,2019-07,2019-07-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,52,4,2019-07-09,2019-07-12
TOP09,2019-07,2019-07-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,155,4,2019-07-09,2019-07-12
ANO2011,2019-09,2019-09-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,767,8,2019-09-10,2019-09-27
CSSD,2019-09,2019-09-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,264,8,2019-09-10,2019-09-27
KDU-ČSL,2019-09,2019-09-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,283,8,2019-09-10,2019-09-27
KSCM,2019-09,2019-09-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,254,8,2019-09-10,2019-09-27
ODS,2019-09,2019-09-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,693,8,2019-09-10,2019-09-27
Piráti,2019-09,2019-09-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,466,8,2019-09-10,2019-09-27
SPD,2019-09,2019-09-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,192,7,2019-09-11,2019-09-27
STAN,2019-09,2019-09-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,129,8,2019-09-10,2019-09-27
TOP09,2019-09,2019-09-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,222,8,2019-09-10,2019-09-27
ANO2011,2019-10,2019-10-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,595,9,2019-10-15,2019-10-30
CSSD,2019-10,2019-10-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,354,9,2019-10-15,2019-10-30
KDU-ČSL,2019-10,2019-10-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,236,9,2019-10-15,2019-10-30
KSCM,2019-10,2019-10-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,344,8,2019-10-15,2019-10-30
ODS,2019-10,2019-10-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,1063,9,2019-10-15,2019-10-30
Piráti,2019-10,2019-10-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,301,9,2019-10-15,2019-10-30
SPD,2019-10,2019-10-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,329,8,2019-10-15,2019-10-30
STAN,2019-10,2019-10-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,175,8,2019-10-15,2019-10-30
TOP09,2019-10,2019-10-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,252,9,2019-10-15,2019-10-30
ANO2011,2019-11,2019-11-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,826,9,2019-11-01,2019-11-29
CSSD,2019-11,2019-11-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,220,9,2019-11-01,2019-11-29
KDU-ČSL,2019-11,2019-11-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,221,9,2019-11-01,2019-11-29
KSCM,2019-11,2019-11-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,124,8,2019-11-01,2019-11-29
ODS,2019-11,2019-11-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,585,9,2019-11-01,2019-11-29
Piráti,2019-11,2019-11-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,392,9,2019-11-01,2019-11-29
SPD,2019-11,2019-11-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,187,8,2019-11-05,2019-11-29
STAN,2019-11,2019-11-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,182,8,2019-11-05,2019-11-29
TOP09,2019-11,2019-11-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,775,9,2019-11-01,2019-11-29
ANO2011,2019-12,2019-12-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,356,6,2019-12-03,2019-12-18
CSSD,2019-12,2019-12-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,284,6,2019-12-03,2019-12-18
KDU-ČSL,2019-12,2019-12-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,256,6,2019-12-03,2019-12-18
KSCM,2019-12,2019-12-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,335,6,2019-12-03,2019-12-18
ODS,2019-12,2019-12-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,469,6,2019-12-03,2019-12-18
Piráti,2019-12,2019-12-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,273,6,2019-12-03,2019-12-18
SPD,2019-12,2019-12-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,128,6,2019-12-03,2019-12-18
STAN,2019-12,2019-12-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,95,6,2019-12-03,2019-12-18
TOP09,2019-12,2019-12-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,184,6,2019-12-03,2019-12-18
ANO2011,2020-01,2020-01-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,691,8,2020-01-21,2020-01-31
CSSD,2020-01,2020-01-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,266,8,2020-01-21,2020-01-31
KDU-ČSL,2020-01,2020-01-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,218,8,2020-01-21,2020-01-31
KSCM,2020-01,2020-01-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,303,8,2020-01-21,2020-01-31
ODS,2020-01,2020-01-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,662,8,2020-01-21,2020-01-31
Piráti,2020-01,2020-01-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,563,8,2020-01-21,2020-01-31
SPD,2020-01,2020-01-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,147,8,2020-01-21,2020-01-31
STAN,2020-01,2020-01-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,95,7,2020-01-21,2020-01-31
TOP09,2020-01,2020-01-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,222,8,2020-01-21,2020-01-31
ANO2011,2020-02,2020-02-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,256,3,2020-02-11,2020-02-13
CSSD,2020-02,2020-02-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,52,3,2020-02-11,2020-02-13
KDU-ČSL,2020-02,2020-02-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,38,3,2020-02-11,2020-02-13
KSCM,2020-02,2020-02-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,124,3,2020-02-11,2020-02-13
ODS,2020-02,2020-02-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,311,3,2020-02-11,2020-02-13
Piráti,2020-02,2020-02-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,194,3,2020-02-11,2020-02-13
SPD,2020-02,2020-02-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,87,3,2020-02-11,2020-02-13
STAN,2020-02,2020-02-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,33,2,2020-02-12,2020-02-13
TOP09,2020-02,2020-02-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,85,3,2020-02-11,2020-02-13
ANO2011,2020-03,2020-03-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,428,7,2020-03-03,2020-03-24
CSSD,2020-03,2020-03-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,136,7,2020-03-03,2020-03-24
KDU-ČSL,2020-03,2020-03-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,176,6,2020-03-03,2020-03-24
KSCM,2020-03,2020-03-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,268,7,2020-03-03,2020-03-24
ODS,2020-03,2020-03-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,464,7,2020-03-03,2020-03-24
Piráti,2020-03,2020-03-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,304,7,2020-03-03,2020-03-24
SPD,2020-03,2020-03-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,138,5,2020-03-03,2020-03-24
STAN,2020-03,2020-03-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,92,7,2020-03-03,2020-03-24
TOP09,2020-03,2020-03-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,141,7,2020-03-03,2020-03-24
ANO2011,2020-04,2020-04-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,561,6,2020-04-07,2020-04-28
CSSD,2020-04,2020-04-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,172,6,2020-04-07,2020-04-28
KDU-ČSL,2020-04,2020-04-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,354,6,2020-04-07,2020-04-28
KSCM,2020-04,2020-04-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,298,6,2020-04-07,2020-04-28
ODS,2020-04,2020-04-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,643,6,2020-04-07,2020-04-28
Piráti,2020-04,2020-04-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,559,6,2020-04-07,2020-04-28
SPD,2020-04,2020-04-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,82,5,2020-04-07,2020-04-22
STAN,2020-04,2020-04-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,194,5,2020-04-07,2020-04-28
TOP09,2020-04,2020-04-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,338,6,2020-04-07,2020-04-28
